filepath,sign_id,subject_id,repetition,fps,frames,width,height
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_002_004.mp4,51,2,4,59.94,182,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_002_005.mp4,51,2,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_003_001.mp4,51,3,1,59.94,182,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_003_002.mp4,51,3,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_003_003.mp4,51,3,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_003_004.mp4,51,3,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_003_005.mp4,51,3,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_004_001.mp4,51,4,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_004_002.mp4,51,4,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_004_003.mp4,51,4,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_004_004.mp4,51,4,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_004_005.mp4,51,4,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_005_001.mp4,51,5,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_005_002.mp4,51,5,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_005_003.mp4,51,5,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_005_004.mp4,51,5,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_005_005.mp4,51,5,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_006_001.mp4,51,6,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_006_002.mp4,51,6,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_006_003.mp4,51,6,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_006_004.mp4,51,6,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_006_005.mp4,51,6,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_007_001.mp4,51,7,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_007_002.mp4,51,7,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_007_003.mp4,51,7,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_007_004.mp4,51,7,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_007_005.mp4,51,7,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_008_001.mp4,51,8,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_008_002.mp4,51,8,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_008_003.mp4,51,8,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_008_004.mp4,51,8,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_008_005.mp4,51,8,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_009_001.mp4,51,9,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_009_002.mp4,51,9,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_009_003.mp4,51,9,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_009_004.mp4,51,9,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_009_005.mp4,51,9,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_010_001.mp4,51,10,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_010_002.mp4,51,10,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_010_003.mp4,51,10,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_010_004.mp4,51,10,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\051_010_005.mp4,51,10,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_001_001.mp4,52,1,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_001_002.mp4,52,1,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_001_003.mp4,52,1,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_001_004.mp4,52,1,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_001_005.mp4,52,1,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_002_001.mp4,52,2,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_002_002.mp4,52,2,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_002_003.mp4,52,2,3,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_002_004.mp4,52,2,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_002_005.mp4,52,2,5,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_003_001.mp4,52,3,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_003_002.mp4,52,3,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_003_003.mp4,52,3,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_003_004.mp4,52,3,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_003_005.mp4,52,3,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_004_001.mp4,52,4,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_004_002.mp4,52,4,2,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_004_003.mp4,52,4,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_004_004.mp4,52,4,4,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_004_005.mp4,52,4,5,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_005_001.mp4,52,5,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_005_002.mp4,52,5,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_005_003.mp4,52,5,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_005_004.mp4,52,5,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_005_005.mp4,52,5,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_006_001.mp4,52,6,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_006_002.mp4,52,6,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_006_003.mp4,52,6,3,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_006_004.mp4,52,6,4,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_006_005.mp4,52,6,5,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_007_001.mp4,52,7,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_007_002.mp4,52,7,2,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_007_003.mp4,52,7,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_007_004.mp4,52,7,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_007_005.mp4,52,7,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_008_001.mp4,52,8,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_008_002.mp4,52,8,2,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_008_003.mp4,52,8,3,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_008_004.mp4,52,8,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_008_005.mp4,52,8,5,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_009_001.mp4,52,9,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_009_002.mp4,52,9,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_009_003.mp4,52,9,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_009_004.mp4,52,9,4,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_009_005.mp4,52,9,5,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_010_001.mp4,52,10,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_010_002.mp4,52,10,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_010_003.mp4,52,10,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_010_004.mp4,52,10,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\052_010_005.mp4,52,10,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_001_001.mp4,53,1,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_001_002.mp4,53,1,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_001_003.mp4,53,1,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_001_004.mp4,53,1,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_001_005.mp4,53,1,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_002_001.mp4,53,2,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_002_002.mp4,53,2,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_002_003.mp4,53,2,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_002_004.mp4,53,2,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_002_005.mp4,53,2,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_003_001.mp4,53,3,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_003_002.mp4,53,3,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_003_003.mp4,53,3,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_003_004.mp4,53,3,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_003_005.mp4,53,3,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_004_001.mp4,53,4,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_004_002.mp4,53,4,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_004_003.mp4,53,4,3,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_004_004.mp4,53,4,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_004_005.mp4,53,4,5,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_005_001.mp4,53,5,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_005_002.mp4,53,5,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_005_003.mp4,53,5,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_005_004.mp4,53,5,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_005_005.mp4,53,5,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_006_001.mp4,53,6,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_006_002.mp4,53,6,2,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_006_003.mp4,53,6,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_006_004.mp4,53,6,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_006_005.mp4,53,6,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_007_001.mp4,53,7,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_007_002.mp4,53,7,2,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_007_003.mp4,53,7,3,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_007_004.mp4,53,7,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_007_005.mp4,53,7,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_008_001.mp4,53,8,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_008_002.mp4,53,8,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_008_003.mp4,53,8,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_008_004.mp4,53,8,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_008_005.mp4,53,8,5,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_009_001.mp4,53,9,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_009_002.mp4,53,9,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_009_003.mp4,53,9,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_009_004.mp4,53,9,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_009_005.mp4,53,9,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_010_001.mp4,53,10,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_010_002.mp4,53,10,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_010_003.mp4,53,10,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_010_004.mp4,53,10,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\053_010_005.mp4,53,10,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_001_001.mp4,54,1,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_001_002.mp4,54,1,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_001_003.mp4,54,1,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_001_004.mp4,54,1,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_001_005.mp4,54,1,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_002_001.mp4,54,2,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_002_002.mp4,54,2,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_002_003.mp4,54,2,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_002_004.mp4,54,2,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_002_005.mp4,54,2,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_003_001.mp4,54,3,1,59.94,182,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_003_002.mp4,54,3,2,59.94,182,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_003_003.mp4,54,3,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_003_004.mp4,54,3,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_003_005.mp4,54,3,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_004_001.mp4,54,4,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_004_002.mp4,54,4,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_004_003.mp4,54,4,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_004_004.mp4,54,4,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_004_005.mp4,54,4,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_005_001.mp4,54,5,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_005_002.mp4,54,5,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_005_003.mp4,54,5,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_005_004.mp4,54,5,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_005_005.mp4,54,5,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_006_001.mp4,54,6,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_006_002.mp4,54,6,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_006_003.mp4,54,6,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_006_004.mp4,54,6,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_006_005.mp4,54,6,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_007_001.mp4,54,7,1,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_007_002.mp4,54,7,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_007_003.mp4,54,7,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_007_004.mp4,54,7,4,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_007_005.mp4,54,7,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_008_001.mp4,54,8,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_008_002.mp4,54,8,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_008_003.mp4,54,8,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_008_004.mp4,54,8,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_008_005.mp4,54,8,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_009_001.mp4,54,9,1,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_009_002.mp4,54,9,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_009_003.mp4,54,9,3,59.94,182,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_009_004.mp4,54,9,4,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_009_005.mp4,54,9,5,59.94,182,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_010_001.mp4,54,10,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_010_002.mp4,54,10,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_010_003.mp4,54,10,3,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_010_004.mp4,54,10,4,59.94,182,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\054_010_005.mp4,54,10,5,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_001_001.mp4,55,1,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_001_002.mp4,55,1,2,59.94,152,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_001_003.mp4,55,1,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_001_004.mp4,55,1,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_001_005.mp4,55,1,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_002_001.mp4,55,2,1,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_002_002.mp4,55,2,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_002_003.mp4,55,2,3,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_002_004.mp4,55,2,4,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_002_005.mp4,55,2,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_003_001.mp4,55,3,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_003_002.mp4,55,3,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_003_003.mp4,55,3,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_003_004.mp4,55,3,4,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_003_005.mp4,55,3,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_004_001.mp4,55,4,1,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_004_002.mp4,55,4,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_004_003.mp4,55,4,3,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_004_004.mp4,55,4,4,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_004_005.mp4,55,4,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_005_001.mp4,55,5,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_005_002.mp4,55,5,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_005_003.mp4,55,5,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_005_004.mp4,55,5,4,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_005_005.mp4,55,5,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_006_001.mp4,55,6,1,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_006_002.mp4,55,6,2,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_006_003.mp4,55,6,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_006_004.mp4,55,6,4,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_006_005.mp4,55,6,5,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_007_001.mp4,55,7,1,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_007_002.mp4,55,7,2,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_007_003.mp4,55,7,3,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_007_004.mp4,55,7,4,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_007_005.mp4,55,7,5,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_008_001.mp4,55,8,1,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_008_002.mp4,55,8,2,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_008_003.mp4,55,8,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_008_004.mp4,55,8,4,59.94,92,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_008_005.mp4,55,8,5,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_009_001.mp4,55,9,1,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_009_002.mp4,55,9,2,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_009_003.mp4,55,9,3,59.94,122,1920,1080
C:\Users\AB\Downloads\Sign_Recognition_Model\data\raw\055_009_004.mp4,55,9,4,59.94,122,1920,1080
